1913 2 15 10.3
1913 2 17 75.3
1913 2 18 43
1913 2 19 26.5
1913 2 20 19.3
1913 2 21 14.2
1913 2 22 10.3
1913 2 23 9.63
1913 2 24 8.21
1913 2 25 9.63
1913 2 26 8.21
1913 3 1 5.78
1913 3 2 5.52
1913 3 3 5.27
1913 3 4 5.18
1913 3 5 5.55
1913 3 6 5.95
1913 3 7 7.93
1913 3 8 9.63
1913 3 9 9.63
1913 3 10 9.63
1913 3 11 10.3
1913 3 12 14.2
1913 3 13 7.65
1913 3 14 14.2
1913 3 15 6.51
1913 3 16 7.79
1913 3 17 8.92
1913 3 18 10.3
1913 3 19 8.92
1913 3 20 8.21
1913 3 21 8.92
1913 3 22 6.51
1913 3 23 6.23
1913 3 24 5.95
1913 3 25 5.95
1913 3 26 5.1
1913 3 27 5.52
1913 3 28 5.95
1913 3 29 6.51
1913 3 30 6.8
1913 3 31 7.08
1913 4 1 5.95
1913 4 2 5.95
1913 4 3 5.95
1913 4 4 6.51
1913 4 5 7.08
1913 4 6 6.8
1913 4 7 6.51
1913 4 8 10.3
1913 4 9 8.21
1913 4 10 7.93
1913 4 11 7.65
1913 4 12 27.8
1913 4 13 21.5
1913 4 14 18.1
1913 4 15 15
1913 4 16 12.6
1913 4 17 10.3
1913 4 18 9.63
1913 4 19 7.08
1913 5 3 5.52
1913 5 4 5.52
1913 5 5 5.95
1913 5 6 6.51
1913 5 7 5.95
1913 5 8 6.51
1913 5 9 11.2
1913 5 10 15.9
1913 5 11 15.9
1913 5 12 22.7
1913 5 13 19.4
1913 5 14 15
1913 5 15 13.3
1913 5 16 11
1913 5 17 11
1913 5 18 12.5
1913 5 19 11.8
1913 5 20 11
1913 5 21 13.3
1913 5 22 12.9
1913 5 23 12.5
1913 5 24 14.2
1913 5 25 11
1913 5 26 11
1913 5 27 11
1913 5 28 12.5
1913 5 29 12.5
1913 5 30 13.3
1913 5 31 14.2
1913 6 1 13.3
1913 6 2 11.8
1913 6 3 11
1913 6 4 11
1913 6 5 11
1913 6 6 11
1913 6 7 13.3
1913 6 8 8.92
1913 6 9 8.92
1913 6 10 9.63
1913 6 11 9.63
1913 6 12 8.92
1913 6 13 8.92
1913 6 14 8.21
1913 6 15 7.08
1913 6 16 8.21
1913 6 17 8.21
1913 6 18 8.21
1913 6 19 8.21
1913 6 20 7.65
1913 6 21 8.78
1913 6 22 10.3
1913 6 23 9.63
1913 6 24 8.21
1913 6 25 7.08
1913 6 26 8.21
1913 6 27 8.21
1913 6 28 8.21
1913 6 29 7.65
1913 6 30 8.21
1913 7 1 7.08
1913 7 2 7.08
1913 7 3 6.23
1913 7 4 5.52
1913 7 5 5.52
1913 7 6 5.95
1913 7 7 11.8
1913 7 8 11
1913 7 9 8.21
1913 7 10 8.21
1913 7 11 7.65
1913 7 12 7.08
1913 7 13 7.08
1913 7 14 5.95
1913 7 15 5.95
1913 7 16 5.52
1913 7 17 5.1
1913 7 18 4.67
1913 7 19 4.67
1913 7 20 4.25
1913 7 21 4.25
1913 7 22 3.82
1913 7 23 3.82
1913 7 24 3.82
1913 7 25 3.4
1913 7 26 3.4
1913 7 27 2.97
1913 7 28 2.55
1913 7 29 2.21
1913 7 30 1.84
1913 7 31 1.84
1913 8 1 1.84
1913 8 2 1.56
1913 8 3 1.56
1913 8 4 1.56
1913 8 5 1.56
1913 8 6 1.56
1913 8 7 1.56
1913 8 8 1.53
1913 8 9 1.53
1913 8 10 1.27
1913 8 11 1.27
1913 8 12 1.08
1913 8 13 1.08
1913 8 14 0.85
1913 8 15 0.85
1913 8 16 0.85
1913 8 17 1.08
1913 8 18 0.85
1913 8 19 0.85
1913 8 20 0.85
1913 8 21 0.85
1913 8 22 0.623
1913 8 23 0.623
1913 8 24 0.623
1913 8 25 0.623
1913 8 26 0.623
1913 8 27 0.425
1913 8 28 0.425
1913 8 29 0.425
1913 8 30 0.425
1913 8 31 0.425
1913 9 1 0.283
1913 9 2 0.623
1913 9 3 3.82
1913 9 4 12.5
1913 9 5 9.63
1913 9 6 7.08
1913 9 7 5.66
1913 9 21 1.27
1913 9 22 1.08
1913 9 23 1.08
1913 9 24 1.27
1913 9 25 1.27
1913 9 26 1.56
1913 9 27 1.56
1913 9 28 1.84
1913 9 29 1.84
1913 9 30 1.84
1913 10 1 2.21
1913 10 2 2.21
1913 10 3 2.21
1913 10 4 2.55
1913 10 5 2.55
1913 10 6 2.97
1913 10 7 3.4
1913 10 8 3.4
1913 10 9 3.4
1913 10 10 4.25
1913 10 11 5.1
1913 10 12 25.2
1913 10 13 50.7
1913 10 14 29.2
1913 10 15 18.1
1913 10 16 11
1913 10 17 7.08
1913 10 18 7.08
1913 10 19 6.51
1913 10 20 6.51
1913 10 21 5.95
1913 10 22 5.95
1913 10 23 5.95
1913 10 24 5.1
1913 10 25 5.1
1913 10 26 4.25
1913 10 27 3.82
1913 10 28 3.82
1913 10 29 3.82
1913 10 30 3.4
1913 10 31 3.4
1913 11 1 2.55
1913 11 2 2.55
1913 11 3 2.55
1913 11 4 2.55
1913 11 5 5.1
1913 11 6 18.1
1914 5 19 8.21
1914 5 20 9.63
1914 5 21 11
1914 5 22 12.5
1914 5 23 12.5
1914 5 24 14.2
1914 5 25 9.63
1914 5 26 9.63
1914 5 27 9.63
1914 5 28 8.21
1914 5 29 5.1
1914 5 30 5.1
1914 5 31 5.95
1914 6 1 5.95
1914 6 2 7.08
1914 6 3 7.08
1914 6 4 8.21
1914 6 5 8.21
1914 6 6 7.08
1914 6 7 7.08
1914 6 8 8.21
1914 6 9 8.21
1914 6 10 7.08
1914 6 11 5.95
1914 6 12 5.95
1914 6 13 5.95
1914 6 14 8.21
1914 6 15 9.63
1914 6 16 8.21
1914 6 17 8.21
1914 6 18 8.21
1914 6 19 8.21
1914 6 20 8.21
1914 6 21 8.21
1914 6 22 7.08
1914 6 23 7.08
1914 6 24 7.08
1914 6 25 7.08
1914 6 26 5.95
1914 6 27 5.95
1914 6 28 5.95
1914 6 29 5.95
1914 6 30 5.95
1914 7 1 5.95
1914 7 2 5.95
1914 7 3 5.1
1914 7 4 5.1
1914 7 5 4.25
1914 7 6 3.4
1914 7 7 3.4
1914 7 8 3.4
1914 7 9 3.4
1914 7 10 2.55
1914 7 11 2.55
1914 7 12 2.55
1914 7 13 2.55
1914 7 14 2.55
1914 7 15 1.84
1914 7 16 1.84
1914 7 17 1.84
1914 7 18 1.84
1914 7 19 1.56
1914 7 20 1.56
1914 7 21 1.27
1914 7 22 1.27
1914 7 23 1.27
1914 7 24 1.27
1914 7 25 1.27
1914 7 26 1.27
1914 7 27 0.85
1914 7 28 0.85
1914 7 29 0.85
1914 7 30 0.85
1914 7 31 0.85
1914 8 1 0.85
1914 8 2 0.85
1914 8 3 0.85
1914 8 4 0.85
1914 8 5 0.85
1914 8 6 0.85
1914 8 7 0.85
1914 8 8 0.85
1914 8 9 0.85
1914 8 10 0.85
1914 8 11 0.85
1914 8 12 0.85
1914 8 13 0.85
1914 8 14 0.85
1914 8 15 0.425
1914 8 16 0.425
1914 8 17 0.425
1914 8 18 0.425
1914 8 19 0.425
1914 8 20 0.425
1914 8 21 0.425
1914 8 22 0.425
1914 8 23 0.425
1914 8 24 0.425
1914 8 25 0.425
1914 8 26 0.425
1914 8 27 0.425
1914 8 28 0.85
1914 8 29 0.142
1914 8 30 0.142
1914 8 31 0.85
1914 9 1 0.142
1914 9 2 0.142
1914 9 3 0.142
1914 9 4 0.085
1914 9 5 0.085
1914 9 6 0.085
1914 9 7 0.085
1914 9 8 0.085
1914 9 9 0.085
1914 9 10 0.425
1914 9 11 0.425
1914 9 12 0.425
1914 9 13 0.85
1914 9 14 1.27
1914 9 15 1.27
1914 9 16 1.27
1914 9 17 1.27
1914 9 18 2.55
1914 9 19 18.1
1914 9 20 4.25
1914 9 21 4.25
1914 12 9 9.63
1914 12 10 8.21
1914 12 11 7.08
1914 12 12 6.51
1914 12 13 5.95
1914 12 14 5.52
1914 12 15 5.1
1914 12 16 4.67
1914 12 17 4.67
1914 12 18 5.1
1914 12 19 4.67
1914 12 20 4.25
1914 12 21 4.25
1914 12 22 4.25
1914 12 23 3.82
1914 12 24 3.82
1914 12 25 3.82
1914 12 26 4.25
1914 12 27 4.25
1914 12 28 4.67
1914 12 29 4.67
1914 12 30 8.21
1914 12 31 9.63
1915 1 1 30.6
1915 1 2 27.8
1915 1 3 41.3
1915 1 4 22.7
1915 1 5 15
1915 1 6 14.2
1915 1 7 11.8
1915 1 8 26.5
1915 1 9 21.5
1915 1 10 25.2
1915 1 11 85.5
1915 1 12 39.6
1915 1 13 27.8
1915 1 14 20.4
1915 1 15 15
1915 1 16 12.5
1915 1 17 11
1915 1 18 9.63
1915 1 19 9.63
1915 1 20 8.21
1915 1 21 7.08
1915 1 22 6.51
1915 1 23 6.51
1915 1 24 5.95
1915 1 25 5.95
1915 1 26 5.95
1915 1 27 5.1
1915 1 28 5.1
1915 1 29 4.67
1915 1 30 4.67
1915 1 31 5.1
1915 2 1 12.5
1915 2 2 18.1
1915 2 3 15
1915 2 4 13.3
1915 2 5 14.2
1915 2 6 19.3
1915 2 7 38.2
1915 2 8 33.4
1915 2 9 32
1915 2 10 25.2
1915 2 11 18.1
1915 2 12 15.9
1915 2 13 14.2
1915 2 14 12.5
1915 2 15 11.9
1915 2 16 11.9
1915 2 17 18.1
1915 2 18 15.9
1915 2 19 14.2
1915 2 20 12.5
1915 2 21 11.9
1915 2 22 11
1915 2 23 12.5
1915 2 24 14.2
1915 2 25 21.5
1915 2 26 15.9
1915 2 27 15.9
1915 2 28 14.2
1915 3 1 14.2
1915 3 2 11
1915 3 3 9.63
1915 3 4 11
1915 3 5 9.63
1915 3 6 9.63
1915 3 7 9.06
1915 3 8 9.06
1915 3 9 8.21
1915 3 10 7.65
1915 3 11 7.08
1915 3 12 7.08
1915 3 13 7.08
1915 3 14 15.9
1915 3 15 73.6
1915 3 16 39.6
1915 3 17 46.4
1915 3 18 49.8
1915 3 19 43
1915 3 20 22.7
1915 3 21 22.7
1915 3 22 27.8
1915 3 23 22.7
1915 3 24 18.1
1915 3 25 14.2
1915 3 26 11.9
1915 3 27 10.2
