   1.9650000e+03   5.0000000e+00   2.9000000e+01   9.0800000e+00
   1.9650000e+03   5.0000000e+00   3.0000000e+01   8.2400000e+00
   1.9650000e+03   5.0000000e+00   3.1000000e+01   7.5200000e+00
   1.9650000e+03   6.0000000e+00   1.0000000e+00   7.0400000e+00
   1.9650000e+03   6.0000000e+00   2.0000000e+00   7.0000000e+00
   1.9650000e+03   6.0000000e+00   3.0000000e+00   7.1600000e+00
   1.9650000e+03   6.0000000e+00   4.0000000e+00   6.8000000e+00
   1.9650000e+03   6.0000000e+00   5.0000000e+00   6.5200000e+00
   1.9650000e+03   6.0000000e+00   6.0000000e+00   6.3600000e+00
   1.9650000e+03   6.0000000e+00   7.0000000e+00   6.0400000e+00
   1.9650000e+03   6.0000000e+00   8.0000000e+00   5.6000000e+00
   1.9650000e+03   6.0000000e+00   9.0000000e+00   5.4000000e+00
   1.9650000e+03   6.0000000e+00   1.0000000e+01   5.0800000e+00
   1.9650000e+03   6.0000000e+00   1.1000000e+01   4.8800000e+00
   1.9650000e+03   6.0000000e+00   1.2000000e+01   4.6400000e+00
   1.9650000e+03   6.0000000e+00   1.3000000e+01   4.2400000e+00
   1.9650000e+03   6.0000000e+00   1.4000000e+01   4.0400000e+00
   1.9650000e+03   6.0000000e+00   1.5000000e+01   3.6920000e+00
   1.9650000e+03   6.0000000e+00   1.6000000e+01   3.4560000e+00
   1.9650000e+03   6.0000000e+00   1.7000000e+01   3.3520000e+00
   1.9650000e+03   6.0000000e+00   1.8000000e+01   3.4200000e+00
   1.9650000e+03   6.0000000e+00   1.9000000e+01   3.1480000e+00
   1.9650000e+03   6.0000000e+00   2.0000000e+01   3.0000000e+00
   1.9650000e+03   6.0000000e+00   2.1000000e+01   2.9680000e+00
   1.9650000e+03   6.0000000e+00   2.2000000e+01   2.6960000e+00
   1.9650000e+03   6.0000000e+00   2.3000000e+01   2.5840000e+00
   1.9650000e+03   6.0000000e+00   2.4000000e+01   2.5840000e+00
   1.9650000e+03   6.0000000e+00   2.5000000e+01   2.3440000e+00
   1.9650000e+03   6.0000000e+00   2.6000000e+01   2.2080000e+00
   1.9650000e+03   6.0000000e+00   2.7000000e+01   2.0520000e+00
   1.9650000e+03   6.0000000e+00   2.8000000e+01   1.9360000e+00
   1.9650000e+03   6.0000000e+00   2.9000000e+01   1.7800000e+00
   1.9650000e+03   6.0000000e+00   3.0000000e+01   1.8240000e+00
   1.9650000e+03   7.0000000e+00   1.0000000e+00   1.8920000e+00
   1.9650000e+03   7.0000000e+00   2.0000000e+00   1.8920000e+00
   1.9650000e+03   7.0000000e+00   3.0000000e+00   1.8240000e+00
   1.9650000e+03   7.0000000e+00   4.0000000e+00   1.7560000e+00
   1.9650000e+03   7.0000000e+00   5.0000000e+00   1.6880000e+00
   1.9650000e+03   7.0000000e+00   6.0000000e+00   1.5520000e+00
   1.9650000e+03   7.0000000e+00   7.0000000e+00   1.5160000e+00
   1.9650000e+03   7.0000000e+00   8.0000000e+00   1.4600000e+00
   1.9650000e+03   7.0000000e+00   9.0000000e+00   1.3600000e+00
   1.9650000e+03   7.0000000e+00   1.0000000e+01   1.3920000e+00
   1.9650000e+03   7.0000000e+00   1.1000000e+01   1.5280000e+00
   1.9650000e+03   7.0000000e+00   1.2000000e+01   1.5960000e+00
   1.9650000e+03   7.0000000e+00   1.3000000e+01   1.5960000e+00
   1.9650000e+03   7.0000000e+00   1.4000000e+01   1.5760000e+00
   1.9650000e+03   7.0000000e+00   1.5000000e+01   1.5960000e+00
   1.9650000e+03   7.0000000e+00   1.6000000e+01   1.5280000e+00
   1.9650000e+03   7.0000000e+00   1.7000000e+01   1.5280000e+00
   1.9650000e+03   7.0000000e+00   1.8000000e+01   1.5280000e+00
   1.9650000e+03   7.0000000e+00   1.9000000e+01   1.5160000e+00
   1.9650000e+03   7.0000000e+00   2.0000000e+01   1.5520000e+00
   1.9650000e+03   7.0000000e+00   2.1000000e+01   1.5960000e+00
