1108447 990 04 26 080 000081   000081   000076   000081   000072   000074   000075   000071   000067   000060   000057   000053   000055   000054   000052   000050   000054   000055   000059   000063   000067   000075   000080   000075  
1108447 990 04 27 080 000078   000079   000079   000083   000087   000086   000087   000086   000087   000083   000085   000085   000083   000083   000080   000077   000073   000075   000073   000071   000076   000081   000081   000076  
1108447 990 04 28 080 000078   000087   000088   000086   000088   000087   000084   000078   000074   000069   000067   000066   000066   000059   000066   000065   000063   000056   000062   000059   000051   000058   000072   000078  
1108447 990 04 29 080 000082   000081   000078   000074   000078   000083   000085   000076   000065   000060   000080   000072   000069   000064   000056   000052   000045   000042   000046   000055   000058   000054   000063   000063  
1108447 990 04 30 080 000064   000067   000072   000070   000076   000075   000076   000068   000058   000053   000052   000050   000070   000042   000057   000064   000044   000042   000055   000044   000064   000053   000054   000068  
1108447 990 05 01 080 000080   000077   000074   000079   000082   000083   000086   000084   000081   000080   000080   000081   000078   000082   000076   000074   000075   000078   000076   000085   000086   000084   000086   000085  
1108447 990 05 02 080 000085   000085   000086   000088   000088   000087   000087   000090   000087   000089   000095   000086   000079   000066   000072   000072   000067   000060   000060   000065   000073   000077   000089   000091  
1108447 990 05 03 080 000093   000090   000093   000096   000095   000095   000093   000090   000088   000084   000080   000074   000085   000071   000070   000076   000074   000073   000078   000080   000088   000092   000092   000094  
1108447 990 05 04 080 000100   000094   000089   000089   000094   000094   000088   000085   000080   000077   000079   000077   000075   000075   000074   000068   000064   000066   000073   000078   000070   000064   000069   000093  
1108447 990 05 05 080 000094   000085   000087   000087   000087   000084   000085   000068   000058   000050   000051   000046   000049   000051   000025   000039   000056   000047   000046   000046   000057   000052   000062   000060  
1108447 990 05 06 080 000057   000061   000063   000060   000066   000066   000062   000056   000056   000060   000060   000060   000058   000052   000054   000053   000057   000061   000069   000072   000074   000076   000075   000074  
1108447 990 05 07 080 000078   000072   000075   000077   000077   000070   000069   000067   000070   000068   000065   000065   000065   000066   000063   000063   000061   000058   000063   000063   000067   000072   000081   000084  
1108447 990 05 08 080 000080   000086   000088   000083   000078   000081   000081   000081   000081   000077   000071   000071   000064   000078   000073   000075   000073   000067   000075   000077   000073   000067   000067   000079  
1108447 990 05 09 080 000081   000084   000082   000088   000090   000091   000090   000081   000085   000082   000080   000081   000076   000070   000071   000072   000070   000071   000076   000081   000084   000085   000085   000084  
1108447 990 05 10 080 000086   000088   000089   000092   000090   000090   000089   000086   000088   000086   000083   000084   000078   000080   000072   000070   000064   000063   000064   000067   000073   000073   000085   000087  
1108447 990 05 11 080 000085   000081   000079   000085   000088   000089   000087   000085   000089   000090   000096   000094   000094   000088   000081   000078   000073   000081   000080   000080   000083   000082   000091   000086  
1108447 990 05 12 080 000087   000091   000090   000091   000092   000092   000092   000094   000094   000093   000084   000080   000080   000071   000070   000067   000064   000064   000066   000073   000077   000079   000087   000075  
1108447 990 05 13 080 000074   000074   000085   000083   000091   000081   000087   000084   000082   000083   000085   000082   000080   000076   000095   000090   000086   000087   000077   000080   000081   000083   000092   000096  
1108447 990 05 14 080 000096   000097   000097   000097   000097   000095   000094   000092   000087   000083   000083   000084   000079   000079   000075   000065   000063   000067   000066   000068   000077   000083   000083   000085  
1108447 990 05 15 080 000084   000085   000085   000084   000084   000083   000085   000085   000083   000082   000077   000075   000075   000075   000069   000067   000062   000062   000060   000068   000073   000082   000081   000082  
1108447 990 05 16 080 000083   000081   000086   000088   000092   000087   000081   000082   000073   000067   000083   000074   000072   000071   000069   000067   000063   000062   000064   000063   000071   000076   000077   000078  
1108447 990 05 17 080 000082   000088   000091   000092   000090   000086   000089   000090   000088   000085   000084   000080   000075   000062   000068   000067   000064   000064   000063   000063   000073   000080   000085   000085  
1108447 990 05 18 080 000084   000085   000089   000092   000090   000090   000094   000095   000097   000097   000091   000087   000083   000076   000072   000075   000076   000074   000075   000076   000079   000083   000082   000084  
1108447 990 05 19 080 000088   000087   000089   000090   000088   000089   000088   000086   000084   000076   000074   000068   000058   000052   000049   000045   000056   000053   000061   000066   000062   000066   000068   000070  
1108447 990 05 20 080 000078   000090   000094   000090   000088   000087   000091   000085   000084   000080   000079   000076   000069   000065   000055   000069   000081   000087   000082   000081   000078   000087   000089   000091  
1108447 990 05 21 080 000093   000092   000090   000088   000087   000088   000090   000080   000075   000064   000062   000054   000053   000050   000050   000044   000043   000046   000054   000076   000077   000084   000080   000088  
1108447 990 05 22 080 000083   000091   000089   000088   000088   000088   000090   000092   000086   000067   000060   000073   000065   000060   000056   000048   000048   000049   000053   000055   000061   000068   000070   000070  
1108447 990 05 23 080 000080   000080   000081   000078   000079   000080   000079   000077   000076   000072   000071   000076   000070   000068   000066   000071   000065   000060   000073   000068   000070   000065   000075   000085  
1108447 990 05 24 080 000084   000082   000083   000080   000077   000088   000083   000081   000078   000070   000068   000072   000067   000066   000063   000061   000068   000067   000070   000069   000074   000082   000088   000088  
1108447 990 05 25 080 000088   000089   000090   000093   000092   000094   000089   000080   000070   000067   000065   000065   000063   000059   000054   000051   000056   000053   000052   000050   000059   000059   000063   000080  
1108447 990 05 26 080 000084   000083   000087   000089   000090   000084   000080   000075   000066   000062   000065   000084   000077   000050   000047   000075   000073   000068   000062   000060   000064   000070   000082   000083  
1108447 990 05 27 080 000082   000077   000084   000088   000084   000086   000092   000087   000084   000089   000083   000083   000083   000084   000080   000085   000088   000083   000079   000079   000086   000087   000086   000089  
1108447 990 05 28 080 000088   000088   000096   000099   000097   000099   000095   000098   000093   000093   000092   000092   000088   000081   000082   000078   000073   000062   000068   000074   000078   000075   000075   000082  
1108447 990 05 29 080 000079   000081   000079   000082   000088   000085   000080   000082   000080   000082   000083   000079   000082   000078   000067   000068   000058   000058   000059   000060   000070   000073   000071   000075  
1108447 990 05 30 080 000076   000078   000075   000079   000080   000076   000074   000075   000068   000065   000065   000057   000073   000067   000060   000062   000057   000065   000069   000066   000069   000070   000071   000073  
1108447 990 05 31 080 000081   000086   000089   000090   000090   000097   000097   000094   000094   000091   000093   000091   000093   000090   000092   000092   000092   000091   000092   000091   000093   000095   000095   000096  
1108447 990 06 01 080 000096   000097   000097   000096   000096   000099   000098   000098   000097   000094   000096   000094   000088   000088   000090   000088   000088   000089   000090   000090   000092   000095   000094   000097  
1108447 990 06 02 080 000095   000096   000095   000096   000095   000092   000090   000083   000074   000065   000062   000058   000061   000058   000057   000055   000064   000075   000087   000088   000088   000087   000086   000093  
1108447 990 06 03 080 000094   000096   000097   000098   000097   000098   000097   000096   000096   000096   000097   000089   000075   000061   000057   000077   000076   000075   000065   000057   000061   000068   000064   000064  
1108447 990 06 04 080 000077   000079   000089   000090   000090   000095   000094   000088   000079   000075   000072   000077   000057   000068   000071   000062   000063   000058   000055   000050   000062   000075   000084   000087  
1108447 990 06 05 080 000084   000091   000093   000093   000093   000092   000082   000083   000077   000069   000071   000079   000072   000075   000068   000059   000058   000054   000061   000050   000051   000055   000063   000071  
1108447 990 06 06 080 000075   000070   000075   000081   000077   000079   000076   000081   000079   000091   000089   000096   000097   000094   000096   000094   000085   000081   000089   000088   000083   000091   000075   000073  
1108447 990 06 07 080 000068   000078   000083   000083   000090   000090   000091   000082   000083   000081   000079   000085   000081   000062   000064   000064   000060   000059   000058   000060   000075   000075   000078   000080  
1108447 990 06 08 080 000084   000087   000089   000091   000092   000096   000097   000096   000094   000093   000091   000088   000094   000089   000086   000081   000079   000078   000076   000078   000078   000085   000093   000095  
1108447 990 06 09 080 000096   000097   000095   000093   000094   000095   000092   000089   000094   000092   000092   000093   000092   000090   000092   000094   000094   000097   000097   000097   000098   000097   000097   000098  
1108447 990 06 10 080 000099   000098   000094   000095   000090   000088   000089   000081   000079   000079   000082   000086   000083   000079   000077   000066   000073   000082   000083   000085   000085   000086   000084   000091  
1108447 990 06 11 080 000092   000088   000093   000094   000094   000095   000091   000086   000085   000081   000079   000071   000069   000065   000063   000067   000060   000069   000069   000071   000072   000072   000077   000080  
1108447 990 06 12 080 000077   000076   000082   000082   000079   000078   000078   000079   000077   000072   000073   000064   000068   000061   000064   000066   000069   000070   000069   000073   000078   000088   000091   000091  
1108447 990 06 13 080 000089   000089   000093   000093   000091   000089   000087   000084   000079   000074   000078   000083   000084   000075   000067   000063   000061   000064   000065   000066   000072   000068   000071   000085  
