1108447 5 7 1 82 1.0 1.0 1.0 3.0 7.0 8.0 10.0 9.0 9.0 8.0 9.0 8.0 9.0 9.0 9.0 9.0 9.0 9.0 10.0 10.0 8.0 9.0 9.0 8.0
1108447 5 7 2 82 9.0 10.0 10.0 10.0 10.0 10.0 10.0 8.0 5.0 5.0 5.0 6.0 4.0 3.0 2.0 3.0 2.0 3.0 4.0 3.0 2.0 2.0 4.0 3.0
1108447 5 7 3 82 4.0 4.0 4.0 4.0 2.0 2.0 2.0 3.0 2.0 5.0 6.0 7.0 7.0 6.0 6.0 7.0 7.0 8.0 10.0 10.0 10.0 10.0 10.0 8.0
1108447 5 7 4 82 8.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 9.0 9.0 9.0 10.0 10.0 10.0 10.0 8.0 7.0 7.0 8.0 7.0 8.0
1108447 5 7 5 82 7.0 8.0 7.0 9.0 8.0 9.0 9.0 9.0 9.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0
1108447 5 7 6 82 10.0 10.0 10.0 10.0 10.0 10.0 7.0 5.0 5.0 5.0 7.0 9.0 9.0 9.0 9.0 8.0 8.0 9.0 9.0 6.0 7.0 9.0 9.0 1.0
1108447 5 7 7 82 2.0 3.0 2.0 2.0 2.0 2.0 6.0 3.0 999.0 5.0 7.0 999.0 8.0 9.0 10.0 7.0 999.0 10.0 10.0 999.0 10.0 10.0 10.0 10.0
1108447 5 7 8 82 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 999.0 9.0 9.0 8.0 6.0 6.0 4.0 2.0 3.0 3.0 4.0 3.0 9.0
1108447 5 7 9 82 8.0 2.0 1.0 6.0 3.0 6.0 6.0 7.0 8.0 8.0 9.0 9.0 9.0 7.0 5.0 7.0 8.0 6.0 6.0 3.0 3.0 2.0 2.0 1.0
1108447 5 7 10 82 1.0 1.0 0.0 1.0 0.0 0.0 2.0 2.0 2.0 2.0 2.0 2.0 3.0 4.0 8.0 10.0 10.0 10.0 10.0 10.0 9.0 10.0 10.0 10.0
1108447 5 7 11 82 10.0 5.0 8.0 4.0 9.0 10.0 10.0 10.0 10.0 10.0 10.0 9.0 9.0 999.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 10.0 9.0 10.0
1108447 5 7 12 82 10.0 10.0 10.0 10.0 10.0 9.0 9.0 8.0 999.0 6.0 8.0 8.0 7.0 7.0 6.0 4.0 4.0 5.0 5.0 6.0 7.0 7.0 8.0 6.0
1108447 5 7 13 82 8.0 8.0 8.0 8.0 8.0 7.0 9.0 8.0 8.0 9.0 9.0 4.0 3.0 3.0 3.0 3.0 4.0 3.0 4.0 2.0 2.0 2.0 2.0 2.0
1108447 5 7 14 82 1.0 1.0 1.0 1.0 1.0 2.0 7.0 5.0 4.0 5.0 7.0 6.0 7.0 6.0 6.0 4.0 7.0 7.0 5.0 4.0 4.0 3.0 3.0 2.0
1108447 5 7 15 82 4.0 3.0 4.0 7.0 9.0 9.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0
1108447 5 7 16 82 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 9.0 8.0 8.0 6.0 6.0 4.0 3.0 3.0 2.0 1.0 1.0 2.0 1.0 2.0 1.0 1.0
1108447 5 7 17 82 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 2.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1108447 5 7 18 82 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 1.0 0.0 0.0
1108447 5 7 19 82 0.0 0.0 1.0 1.0 2.0 2.0 2.0 3.0 4.0 5.0 4.0 3.0 3.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
