1108447 3 4 2 82 10.0 10.0 10.0 10.0 10.0 9.0 10.0 9.0 9.0 8.0 9.0 999.0 999.0 8.0 8.0 8.0 6.0 7.0 6.0 6.0 6.0 8.0 8.0 10.0
1108447 3 4 3 82 10.0 10.0 10.0 10.0 10.0 10.0 10.0 9.0 10.0 9.0 7.0 7.0 7.0 7.0 8.0 9.0 9.0 9.0 9.0 9.0 8.0 8.0 9.0 8.0
1108447 3 4 4 82 9.0 10.0 10.0 7.0 10.0 9.0 7.0 8.0 8.0 8.0 4.0 5.0 8.0 9.0 8.0 8.0 7.0 7.0 8.0 9.0 9.0 6.0 3.0 5.0
1108447 3 4 5 82 7.0 9.0 9.0 9.0 9.0 9.0 9.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0
1108447 3 4 6 82 10.0 999.0 10.0 10.0 10.0 9.0 8.0 9.0 9.0 9.0 10.0 10.0 10.0 10.0 9.0 9.0 9.0 9.0 9.0 9.0 9.0 8.0 10.0 10.0
1108447 3 4 7 82 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0
1108447 3 4 8 82 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0
1108447 3 4 9 82 10.0 6.0 3.0 8.0 8.0 9.0 9.0 10.0 7.0 7.0 7.0 5.0 6.0 5.0 7.0 9.0 9.0 10.0 10.0 10.0 10.0 10.0 9.0 9.0
1108447 3 4 10 82 9.0 9.0 10.0 10.0 10.0 9.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0
1108447 3 4 11 82 10.0 10.0 10.0 10.0 10.0 10.0 9.0 9.0 9.0 10.0 9.0 9.0 9.0 9.0 9.0 10.0 10.0 10.0 10.0 10.0 10.0 9.0 8.0 8.0
1108447 3 4 12 82 8.0 999.0 3.0 1.0 1.0 8.0 9.0 9.0 9.0 9.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 1.0
1108447 3 4 13 82 1.0 4.0 7.0 9.0 8.0 10.0 9.0 9.0 9.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 8.0
1108447 3 4 14 82 9.0 9.0 9.0 9.0 9.0 9.0 10.0 10.0 9.0 9.0 9.0 9.0 10.0 10.0 9.0 9.0 9.0 8.0 9.0 4.0 6.0 7.0 7.0 5.0
1108447 3 4 15 82 6.0 7.0 8.0 8.0 9.0 10.0 10.0 10.0 10.0 10.0 10.0 9.0 9.0 9.0 8.0 8.0 8.0 8.0 8.0 9.0 9.0 9.0 999.0 10.0
1108447 3 4 16 82 10.0 10.0 9.0 9.0 9.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 9.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 10.0 9.0 9.0
